Causa de muerte;Edad;Sexo;Periodo;Total
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1995;164
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1994;140
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1993;154
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1992;183
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1991;117
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1990;128
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1989;160
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1988;144
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1987;143
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1986;125
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1985;147
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1984;132
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1983;126
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1982;125
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1981;129
029  Tumores malignos de otros órganos genitales masculinos;Todas las edades;Total;1980;119
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2020;2.116
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2019;2.143
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2018;2.131
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2017;2.167
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2016;2.095
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2015;2.181
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2014;2.043
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2013;2.091
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2012;2.052
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2011;1.923
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2010;1.934
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2009;1.832
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2008;1.810
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2007;1.707
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2006;1.757
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2005;1.647
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2004;1.626
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2003;1.644
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2002;1.471
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2001;1.541
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;2000;1.529
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1999;1.437
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1998;1.418
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1997;1.449
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1996;1.395
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1995;1.329
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1994;1.290
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1993;1.284
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1992;1.133
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1991;1.140
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1990;1.038
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1989;1.025
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1988;1.002
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1987;921
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1986;837
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1985;806
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1984;771
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1983;779
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1982;710
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1981;705
030  Tumor maligno del riñón, excepto pelvis renal;Todas las edades;Total;1980;636
031  Tumor maligno de la vejiga;Todas las edades;Total;2020;4.423
031  Tumor maligno de la vejiga;Todas las edades;Total;2019;4.363
031  Tumor maligno de la vejiga;Todas las edades;Total;2018;4.400
031  Tumor maligno de la vejiga;Todas las edades;Total;2017;4.620
031  Tumor maligno de la vejiga;Todas las edades;Total;2016;4.861
031  Tumor maligno de la vejiga;Todas las edades;Total;2015;4.799
031  Tumor maligno de la vejiga;Todas las edades;Total;2014;4.800
031  Tumor maligno de la vejiga;Todas las edades;Total;2013;5.153
031  Tumor maligno de la vejiga;Todas las edades;Total;2012;5.253
031  Tumor maligno de la vejiga;Todas las edades;Total;2011;5.085
031  Tumor maligno de la vejiga;Todas las edades;Total;2010;4.936
031  Tumor maligno de la vejiga;Todas las edades;Total;2009;4.732
031  Tumor maligno de la vejiga;Todas las edades;Total;2008;4.704
031  Tumor maligno de la vejiga;Todas las edades;Total;2007;4.571
031  Tumor maligno de la vejiga;Todas las edades;Total;2006;4.526
031  Tumor maligno de la vejiga;Todas las edades;Total;2005;4.430
031  Tumor maligno de la vejiga;Todas las edades;Total;2004;4.496
031  Tumor maligno de la vejiga;Todas las edades;Total;2003;4.293
031  Tumor maligno de la vejiga;Todas las edades;Total;2002;4.197
031  Tumor maligno de la vejiga;Todas las edades;Total;2001;4.109
031  Tumor maligno de la vejiga;Todas las edades;Total;2000;3.914
031  Tumor maligno de la vejiga;Todas las edades;Total;1999;3.921
031  Tumor maligno de la vejiga;Todas las edades;Total;1998;3.702
031  Tumor maligno de la vejiga;Todas las edades;Total;1997;3.750
031  Tumor maligno de la vejiga;Todas las edades;Total;1996;3.441
031  Tumor maligno de la vejiga;Todas las edades;Total;1995;3.532
031  Tumor maligno de la vejiga;Todas las edades;Total;1994;3.591
031  Tumor maligno de la vejiga;Todas las edades;Total;1993;3.561
031  Tumor maligno de la vejiga;Todas las edades;Total;1992;3.397
031  Tumor maligno de la vejiga;Todas las edades;Total;1991;3.180
031  Tumor maligno de la vejiga;Todas las edades;Total;1990;3.103
031  Tumor maligno de la vejiga;Todas las edades;Total;1989;3.079
031  Tumor maligno de la vejiga;Todas las edades;Total;1988;2.942
031  Tumor maligno de la vejiga;Todas las edades;Total;1987;2.826
031  Tumor maligno de la vejiga;Todas las edades;Total;1986;2.713
031  Tumor maligno de la vejiga;Todas las edades;Total;1985;2.607
031  Tumor maligno de la vejiga;Todas las edades;Total;1984;2.431
031  Tumor maligno de la vejiga;Todas las edades;Total;1983;2.325
031  Tumor maligno de la vejiga;Todas las edades;Total;1982;2.244
031  Tumor maligno de la vejiga;Todas las edades;Total;1981;2.097
031  Tumor maligno de la vejiga;Todas las edades;Total;1980;2.076
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2020;1.588
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2019;1.760
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2018;1.526
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2017;1.448
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2016;1.342
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2015;1.143
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2014;874
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2013;702
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2012;583
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2011;541
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2010;454
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2009;386
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2008;324
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2007;311
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2006;219
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2005;222
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2004;186
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2003;167
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2002;175
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2001;156
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;2000;148
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1999;141
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1998;211
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1997;236
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1996;191
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1995;196
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1994;151
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1993;152
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1992;134
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1991;140
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1990;111
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1989;124
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1988;103
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1987;96
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1986;67
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1985;52
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1984;92
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1983;71
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1982;38
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1981;47
032  Otros tumores malignos de las vías urinarias;Todas las edades;Total;1980;80
033  Tumor maligno del encéfalo;Todas las edades;Total;2020;3.091
033  Tumor maligno del encéfalo;Todas las edades;Total;2019;3.067
033  Tumor maligno del encéfalo;Todas las edades;Total;2018;3.024
033  Tumor maligno del encéfalo;Todas las edades;Total;2017;3.072
033  Tumor maligno del encéfalo;Todas las edades;Total;2016;2.974
033  Tumor maligno del encéfalo;Todas las edades;Total;2015;2.884
033  Tumor maligno del encéfalo;Todas las edades;Total;2014;2.833
033  Tumor maligno del encéfalo;Todas las edades;Total;2013;2.862
033  Tumor maligno del encéfalo;Todas las edades;Total;2012;2.909
033  Tumor maligno del encéfalo;Todas las edades;Total;2011;2.777
033  Tumor maligno del encéfalo;Todas las edades;Total;2010;2.636
033  Tumor maligno del encéfalo;Todas las edades;Total;2009;2.508
033  Tumor maligno del encéfalo;Todas las edades;Total;2008;2.523
033  Tumor maligno del encéfalo;Todas las edades;Total;2007;2.567
033  Tumor maligno del encéfalo;Todas las edades;Total;2006;2.509
033  Tumor maligno del encéfalo;Todas las edades;Total;2005;2.396
033  Tumor maligno del encéfalo;Todas las edades;Total;2004;2.386
033  Tumor maligno del encéfalo;Todas las edades;Total;2003;2.409
033  Tumor maligno del encéfalo;Todas las edades;Total;2002;2.395
033  Tumor maligno del encéfalo;Todas las edades;Total;2001;2.204
033  Tumor maligno del encéfalo;Todas las edades;Total;2000;2.184
033  Tumor maligno del encéfalo;Todas las edades;Total;1999;2.125
033  Tumor maligno del encéfalo;Todas las edades;Total;1998;2.104
033  Tumor maligno del encéfalo;Todas las edades;Total;1997;2.022
033  Tumor maligno del encéfalo;Todas las edades;Total;1996;1.984
033  Tumor maligno del encéfalo;Todas las edades;Total;1995;1.928
033  Tumor maligno del encéfalo;Todas las edades;Total;1994;1.819
033  Tumor maligno del encéfalo;Todas las edades;Total;1993;1.786
033  Tumor maligno del encéfalo;Todas las edades;Total;1992;1.626
033  Tumor maligno del encéfalo;Todas las edades;Total;1991;1.547
033  Tumor maligno del encéfalo;Todas las edades;Total;1990;1.462
033  Tumor maligno del encéfalo;Todas las edades;Total;1989;1.408
033  Tumor maligno del encéfalo;Todas las edades;Total;1988;1.488
033  Tumor maligno del encéfalo;Todas las edades;Total;1987;1.454
033  Tumor maligno del encéfalo;Todas las edades;Total;1986;1.174
033  Tumor maligno del encéfalo;Todas las edades;Total;1985;1.237
033  Tumor maligno del encéfalo;Todas las edades;Total;1984;1.832
033  Tumor maligno del encéfalo;Todas las edades;Total;1983;2.006
033  Tumor maligno del encéfalo;Todas las edades;Total;1982;2.020
033  Tumor maligno del encéfalo;Todas las edades;Total;1981;1.872
033  Tumor maligno del encéfalo;Todas las edades;Total;1980;1.803
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2020;655
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2019;597
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2018;568
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2017;626
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2016;603
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2015;617
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2014;635
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2013;673
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2012;655
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2011;659
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2010;644
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2009;599
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2008;626
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2007;621
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2006;617
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2005;570
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2004;566
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2003;580
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2002;536
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2001;584
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;2000;561
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1999;529
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1998;536
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1997;491
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1996;495
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1995;464
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1994;446
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1993;463
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1992;494
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1991;447
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1990;477
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1989;451
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1988;406
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1987;398
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1986;351
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1985;373
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1984;391
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1983;379
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1982;402
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1981;370
034  Otros tumores malignos neurológicos y endocrinos;Todas las edades;Total;1980;386
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2020;4.734
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2019;4.871
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2018;4.957
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2017;4.748
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2016;4.789
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2015;4.798
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2014;4.846
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2013;4.869
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2012;4.941
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2011;5.038
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2010;5.002
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2009;6.992
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2008;7.186
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2007;7.357
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2006;7.452
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2005;7.307
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2004;7.381
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2003;7.430
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2002;7.313
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2001;6.941
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;2000;7.022
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1999;6.959
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1998;6.222
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1997;6.319
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1996;6.389
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1995;5.991
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1994;5.953
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1993;5.886
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1992;6.004
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1991;6.091
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1990;5.795
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1989;5.587
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1988;5.635
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1987;5.473
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1986;5.998
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1985;5.417
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1984;4.989
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1983;4.969
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1982;4.855
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1981;4.541
035  Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Todas las edades;Total;1980;4.571
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2020;5.011
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2019;5.124
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2018;4.954
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2017;5.048
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2016;4.910
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2015;4.863
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2014;4.928
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2013;4.832
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2012;4.819
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2011;4.735
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2010;4.487
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2009;4.460
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2008;4.451
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2007;4.288
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2006;4.124
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2005;4.300
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2004;4.271
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2003;4.369
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2002;4.217
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2001;4.336
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;2000;4.246
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1999;4.112
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1998;3.893
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1997;3.830
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1996;3.620
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1995;3.706
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1994;3.494
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1993;3.070
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1992;3.126
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1991;2.936
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1990;2.909
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1989;2.743
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1988;2.574
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1987;2.453
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1986;2.202
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1985;2.116
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1984;2.013
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1983;1.824
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1982;1.694
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1981;1.633
036  Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Todas las edades;Total;1980;1.574
037  Leucemia;Todas las edades;Total;2020;3.363
037  Leucemia;Todas las edades;Total;2019;3.399
037  Leucemia;Todas las edades;Total;2018;3.383
037  Leucemia;Todas las edades;Total;2017;3.454
037  Leucemia;Todas las edades;Total;2016;3.419
037  Leucemia;Todas las edades;Total;2015;3.591
037  Leucemia;Todas las edades;Total;2014;3.389
037  Leucemia;Todas las edades;Total;2013;3.469
037  Leucemia;Todas las edades;Total;2012;3.531
037  Leucemia;Todas las edades;Total;2011;3.306
037  Leucemia;Todas las edades;Total;2010;3.273
037  Leucemia;Todas las edades;Total;2009;3.084
037  Leucemia;Todas las edades;Total;2008;3.047
037  Leucemia;Todas las edades;Total;2007;3.087
037  Leucemia;Todas las edades;Total;2006;3.152
037  Leucemia;Todas las edades;Total;2005;3.009
037  Leucemia;Todas las edades;Total;2004;3.099
037  Leucemia;Todas las edades;Total;2003;3.055
037  Leucemia;Todas las edades;Total;2002;2.915
037  Leucemia;Todas las edades;Total;2001;2.885
037  Leucemia;Todas las edades;Total;2000;2.881
037  Leucemia;Todas las edades;Total;1999;2.758
037  Leucemia;Todas las edades;Total;1998;2.819
037  Leucemia;Todas las edades;Total;1997;2.633
037  Leucemia;Todas las edades;Total;1996;2.667
037  Leucemia;Todas las edades;Total;1995;2.632
037  Leucemia;Todas las edades;Total;1994;2.631
037  Leucemia;Todas las edades;Total;1993;2.431
037  Leucemia;Todas las edades;Total;1992;2.477
037  Leucemia;Todas las edades;Total;1991;2.472
037  Leucemia;Todas las edades;Total;1990;2.397
037  Leucemia;Todas las edades;Total;1989;2.357
037  Leucemia;Todas las edades;Total;1988;2.414
037  Leucemia;Todas las edades;Total;1987;2.265
037  Leucemia;Todas las edades;Total;1986;2.134
037  Leucemia;Todas las edades;Total;1985;2.236
037  Leucemia;Todas las edades;Total;1984;2.106
037  Leucemia;Todas las edades;Total;1983;2.065
037  Leucemia;Todas las edades;Total;1982;1.970
037  Leucemia;Todas las edades;Total;1981;1.988
037  Leucemia;Todas las edades;Total;1980;1.776
038  Tumores in situ;Todas las edades;Total;2020;13
038  Tumores in situ;Todas las edades;Total;2019;11
038  Tumores in situ;Todas las edades;Total;2018;9
038  Tumores in situ;Todas las edades;Total;2017;9
038  Tumores in situ;Todas las edades;Total;2016;10
038  Tumores in situ;Todas las edades;Total;2015;11
038  Tumores in situ;Todas las edades;Total;2014;7
038  Tumores in situ;Todas las edades;Total;2013;9
038  Tumores in situ;Todas las edades;Total;2012;9
038  Tumores in situ;Todas las edades;Total;2011;9
038  Tumores in situ;Todas las edades;Total;2010;8
